AvrB1	RPM1
AvrRpm1	RPM1
AvrRpt2	RPS2
HopK1	RPS4
HopAR1	RPS5
HopA1	RPS6
HopBA1	ZAR1
HopF1	ZAR1
HopO1	ZAR1
HopX1	ZAR1
HopZ1	ZAR1
HopB1	BAR1
AvrE1	CAR1
HopAA1	CAR1
